O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
31-9093.00,Medical Equipment Preparers,health_care_service|mechanics_electronics|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.0,1.0,1.0,1.0,1.0,1.15,1.0,1.08,2.24,1.0,4.22,1.28,1.0,1.5,1.0,1.92,1.26,1.0,1.2,4.22,1.0,2.28,1.0,1.0,1.76,1.0,1.37,1.65,1.61,1.0,1.01,1.28,1.14,1.0,1.12,1.18,1.19,1.36,1.46,1.0
31-9094.00,Medical Transcriptionists,health_care_service|office_work|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.0,1.0,1.03,1.0,1.0,1.0,1.21,1.0,1.06,1.05,4.26,1.6,1.31,2.17,1.33,1.8,1.41,1.0,1.34,1.14,1.3,2.25,1.0,1.0,5.85,1.02,1.33,1.06,1.12,1.0,1.09,1.0,1.03,1.0,1.0,1.49,1.6,1.25,1.0,1.0
31-9095.00,Pharmacy Aides,health_care_service|office_work|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.09,1.25,3.18,1.57,1.0,1.16,1.0,1.4,1.56,1.29,1.07,1.14,1.0,1.42,1.0,1.0,4.46,1.0,2.54,2.26,1.09,1.03,1.13,1.08,1.28,1.0,2.5,1.08,1.44,1.16,1.06,1.0
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,life_science|health_care_service|animal_service|accounting|agriculture|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.32,6.31,1.0,1.09,1.0,1.0,1.09,1.04,1.26,1.1,5.02,1.46,1.0,1.27,1.07,3.95,1.41,1.15,1.5,1.44,1.0,3.53,1.0,1.27,1.98,1.0,2.41,3.88,1.49,1.0,1.27,1.28,1.31,1.0,1.27,1.4,1.55,1.9,1.13,1.0
31-9097.00,Phlebotomists,medical_science|health_care_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.0,1.02,1.0,1.0,1.01,1.0,1.0,1.0,1.23,1.05,5.73,1.53,1.06,1.59,1.07,2.97,1.32,1.0,1.39,1.32,1.0,3.28,1.0,1.0,1.98,1.0,1.88,2.19,1.56,1.0,1.26,1.08,1.39,1.0,1.12,1.46,1.73,2.28,1.33,1.0
31-9099.01,Speech-Language Pathology Assistants,teaching_education|social_service|health_care_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.48,1.0,1.0,1.16,1.03,1.01,1.0,1.28,1.0,1.06,1.0,5.81,1.82,2.13,1.33,1.0,2.01,1.65,1.13,1.67,1.03,1.32,2.92,1.23,1.0,2.28,1.15,2.48,1.12,1.1,1.03,2.56,1.0,1.9,1.0,1.12,3.22,5.52,4.68,1.0,1.23
31-9099.02,Endoscopy Technicians,medical_science|mechanics_electronics|health_care_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.44,1.0,6.05,1.5,1.0,1.68,1.0,2.66,1.26,1.0,1.39,3.95,1.02,3.57,1.0,1.0,1.35,1.0,1.62,2.45,1.53,1.0,1.13,1.04,1.34,1.0,1.0,1.24,1.48,1.9,1.13,1.02
33-1011.00,First-Line Supervisors of Correctional Officers,human_resources|management_administration|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1.04,1.0,1.0,1.29,1.42,1.09,1.0,1.08,1.09,1.07,1.49,3.27,1.19,1.39,3.2,1.0,5.89,1.03,1.15,1.23,1.12,1.03,1.0,1.0,1.98,1.0,1.59,2.05,1.0,1.65,1.17,6.48,2.19,1.04,1.12,2.41,2.72,2.28,1.73,1.0
33-1012.00,First-Line Supervisors of Police and Detectives,human_resources|public_speaking|law|protective_service|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.0,1.07,1.0,1.32,2.2,1.0,1.21,1.0,1.17,1.25,1.29,4.16,1.25,1.42,4.42,1.03,6.33,1.32,1.31,1.23,1.35,1.05,1.0,1.13,2.15,1.06,2.04,1.37,1.07,2.38,2.63,6.13,4.17,1.02,1.22,2.57,2.45,2.99,1.46,1.0
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,physical_manual_labor|management_administration|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.04,1.05,1.0,1.9,2.11,1.47,1.11,1.0,2.3,1.31,2.41,3.31,1.09,1.39,2.17,1.15,5.8,1.15,1.56,2.76,1.2,1.48,1.0,2.88,2.03,1.0,1.65,4.58,1.37,1.71,1.92,5.99,3.31,1.0,1.18,1.52,1.94,2.89,3.27,1.0
33-1091.00,First-Line Supervisors of Security Workers,human_resources|management_administration|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.0,1.0,1.0,1.2,1.78,1.0,1.04,1.0,1.32,1.23,1.29,3.27,1.0,1.83,2.54,1.0,5.43,1.15,1.15,1.93,1.14,1.0,1.0,1.09,2.12,1.0,1.97,2.02,1.02,1.35,1.76,5.77,2.28,1.0,1.27,1.55,1.68,2.18,1.4,1.0
33-2011.00,Firefighters,transportation_machine_operation|protective_service|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.13,1.16,1.15,1.03,2.46,1.14,1.83,1.04,1.04,2.51,1.02,2.83,1.46,1.09,1.16,1.58,1.34,2.03,1.21,1.48,2.73,1.17,1.84,1.0,3.13,1.16,1.04,1.52,6.63,1.49,1.17,1.24,4.8,2.0,1.02,1.12,1.32,2.17,2.09,3.97,1.0
33-2021.00,Fire Inspectors and Investigators,law|public_speaking|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.01,1.05,1.0,1.09,1.31,2.33,1.14,1.0,2.57,1.07,1.29,1.71,1.16,1.3,3.57,1.13,2.49,1.15,1.53,2.16,1.25,1.25,1.0,1.34,2.06,1.04,1.46,2.26,2.28,1.56,1.81,5.27,3.6,1.0,1.18,1.55,1.6,2.54,1.94,1.07
33-2022.00,Forest Fire Inspectors and Prevention Specialists,physical_manual_labor|protective_service|nature_outdoors|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.98,1.07,1.0,1.41,1.29,1.18,1.09,1.0,1.91,1.07,1.23,1.96,1.16,1.59,2.02,1.68,2.69,1.21,1.76,2.32,1.38,1.05,1.0,6.28,1.61,1.02,1.49,4.41,1.95,1.41,1.51,4.54,2.92,1.0,1.18,1.32,1.35,2.58,3.05,1.02
33-3011.00,Bailiffs,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.11,1.07,1.0,1.0,1.0,1.12,1.0,1.1,1.53,1.09,1.08,3.98,1.0,1.84,1.0,1.0,1.2,1.07,1.0,1.0,1.0,1.45,1.0,1.78,2.64,1.02,1.65,1.09,6.09,1.69,1.0,1.12,1.49,1.31,1.16,1.26,1.0
33-3012.00,Correctional Officers and Jailers,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.0,1.02,1.0,1.32,1.11,1.09,1.0,1.0,1.09,1.05,1.63,1.86,1.19,1.53,3.05,1.0,2.19,1.0,1.13,1.38,1.05,1.08,1.0,1.02,1.73,1.0,1.68,2.74,1.0,1.35,1.51,6.48,1.6,1.06,1.1,1.81,2.48,1.93,2.25,1.0
33-3021.00,Detectives and Criminal Investigators,social_science|law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.86,1.0,1.15,1.05,1.35,1.31,1.0,1.21,1.0,1.48,1.31,1.69,1.46,1.67,1.95,4.5,1.74,2.9,1.1,2.03,1.68,1.33,1.63,1.0,1.29,2.12,1.09,1.43,2.23,1.9,1.68,1.26,6.9,2.65,1.0,1.2,3.05,1.55,1.36,2.04,1.11
33-3021.02,Police Identification and Records Officers,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.0,1.07,1.35,1.06,1.18,1.12,1.11,1.0,1.98,1.07,1.19,1.53,1.28,2.4,3.31,1.86,2.12,1.13,1.76,1.41,1.46,1.75,1.0,1.17,2.37,1.07,1.21,2.13,1.35,1.35,1.21,4.99,2.62,1.0,1.08,1.55,1.27,2.02,1.43,1.66
33-3021.06,Intelligence Analysts,information_technology|mathematics_statistics|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|law|life_science|management_administration|marketing_advertising|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.0,1.0,1.16,1.0,1.7,1.0,1.38,1.0,1.32,1.91,1.03,1.39,1.93,3.96,3.31,1.13,2.32,1.15,4.13,1.38,1.62,1.25,1.0,1.02,3.34,1.04,1.21,1.0,1.26,1.9,1.16,4.58,2.65,1.0,1.12,3.7,1.19,1.33,1.0,1.28
33-3031.00,Fish and Game Wardens,transportation_machine_operation|protective_service|nature_outdoors|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.34,2.15,2.81,1.0,1.44,1.25,1.15,1.14,1.04,1.48,1.1,1.19,1.35,1.28,1.59,3.34,3.47,2.49,1.35,1.97,1.81,1.4,1.6,1.0,6.48,1.52,1.04,1.68,3.2,1.82,1.71,1.65,6.27,2.89,1.0,1.12,1.78,1.37,2.48,4.05,1.02
33-3041.00,Parking Enforcement Workers,transportation_machine_operation|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.34,1.0,1.0,1.0,1.06,1.07,1.0,1.0,1.0,1.09,1.05,1.0,1.42,1.0,1.65,2.68,1.0,1.56,1.0,1.1,1.56,1.0,1.0,1.0,1.06,1.74,1.0,1.43,2.02,1.0,1.26,1.06,3.85,1.42,1.0,1.12,1.08,1.25,1.28,3.06,1.0
